Name,LineNum,Line
"cingulifera, Cyclostrema A. Adams, 1850",6024,"cingulifera, Cyclostrema A. Adams, 1850e:43; [reprinted 1851, 7: 227); G. Sowerby, 1863 [in 1847-1886]:250, plate 255: figures 13, 14"
"cingulifera, Dosinia E. Römer, 1862",6025,"cingulifera, Dosinia E. Römer, 1862f:65, plate 12: figure 1; 1863, 10: 90"
"cingulifera, Triphoris Pease, 1860",6026,"cingulifera, Triphoris Pease, 1860d:434"
"cinguliger, Canthiridus A. Adams, 1851",6027,"cinguliger, Canthiridus A. Adams, 1851d: 169"
"cinis, Patella Reeve, 1854",6028,"cinis, Patella Reeve, 1854 [in 1851-1870], 8( Patella): plate 24: species 60"
"cinisculus, Nassa Reeve, 1853",6029,"cinisculus, Nassa Reeve, 1853 [in 1851-1870], 8(Nassa): plate 22: species 146"
"cinnamomea, Achatinella Pfeiffer, 1857",6030,"cinnamomea, Achatinella Pfeiffer, 1857k, 4:230; 1858d:22"
"cinnamomea, Elusa A. Adams, 1862",6031,"cinnamomea, Elusa A. Adams, 1862b:237"
"cinnamomea, Melania Anthony, in Reeve, 1861",6032,"cinnamomea, Melania Anthony, in Reeve, 1861, [in 1851-1870], 12(Melania): plate 50: species 379"
"cinnamomea, Nassa (Alectrion) A. Adams, 1851",6033,"cinnamomea, Nassa (Alectrion) A. Adams, 1851b: 107; Reeve, 1853 [in 1851-1870], 8(Nassa): plate 19: species 126"
"cinnamomea, Volutomitra A. Adams, 1854",6034,"cinnamomea, Volutomitra A. Adams, 1854f:134"
"cinnamomeum, Cyclostoma (Adamsiella) Pfeiffer, 1856",6035,"cinnamomeum, Cyclostoma (Adamsiella) Pfeiffer, 1856h, 3:208"
"cinnamomicus, Unio Lea, 1861",6036,"cinnamomicus, Unio Lea, 1861a:39; 1862f, 5:100, plate 16; figure 248; as cinnamominus, G. Sowerby, 1868, [in 1865-1870], 16(Unio): plate 83: species 436"
"cinnamomina, Vermiculus pellucidus Mörch, 1861",6037,"cinnamomina, Vermiculus pellucidus Mörch, 1861 [in 1861-1862]: 178"
"cintrana, Turritella Sharpe, 1850",6038,"cintrana, Turritella Sharpe, 1850b, 6:194, plate 20: figures 6 a,b"
"ciplyana, Bullia Ryckholt, 1862",6039,"ciplyana, Bullia Ryckholt, 1862 [in 1852-1862], 3: plate 33: figures 23, 24"
"ciplyana, Ditrupa Ryckholt, 1852",6040,"ciplyana, Ditrupa Ryckholt, 1852 [in 1852-1862], 1:124, as cypliana, plate 6: figure 26"
"ciplyana, Olivia Ryckholt, 1861",6041,"ciplyana, Olivia Ryckholt, 1861 [in 1852-1862], 3: plate 27: figure 16"
"ciplyana, Requienia Ryckholt, 1860",6042,"ciplyana, Requienia Ryckholt, 1860 [in 1852-1862], 2:179, plate 12: figures 12, 13"
"ciplyanum, Infundibulum Ryckholt, 1852",6043,"ciplyanum, Infundibulum Ryckholt, 1852 [in 1852-1862], 1:41"
"ciplyanum, Trapezium Ryckholt, 1860",6044,"ciplyanum, Trapezium Ryckholt, 1860 [in 1852-1862], 2:138, plate 14: figures 25, 26"
"ciplyanum, Tylostoma Ryckholt, 1862",6045,"ciplyanum, Tylostoma Ryckholt, 1862 [in 1852-1862], 3: plate 35: figure 21"
"ciplyanus, Lithodomus Ryckholt, 1852",6046,"ciplyanus, Lithodomus Ryckholt, 1852 [in 1852-1862], 1:127, plate 7: figures 1, 2"
"ciplyanus, Mytilus Ryckholt, 1852",6047,"ciplyanus, Mytilus Ryckholt, 1852 [in 1852-1862], 1:152"
"ciplyanus, Radiolites Ryckholt, 1860",6048,"ciplyanus, Radiolites Ryckholt, 1860 [in 1852-1862], 2:184, plate 19: figures 23-25 [22-24]"
"circassica, Helix Charpentier, in Mousson, 1863",6049,"circassica, Helix Charpentier, in Mousson, 1863, Coq. Schlafli, 2: 50"" [Quoted from Pfeiffer, 1868 [in 1853-1877], 5:325.]"
"circe, Helix Pfeiffer, 1853",6050,"circe, Helix Pfeiffer, 1853h:49; Reeve, 1853 [in 1851-1870], 7(Helix): plate 156: species 1025"
"circinalis, Pecten Buvignier, 1852",6051,"circinalis, Pecten Buvignier, 1852, atlas page 24, plate 19: figures 13-15"
"circinaria, Dosinia Deshayes, 1853",6052,"circinaria, Dosinia Deshayes, 1853a, 1:9"
"circinata, Alvania A. Adams, 1861",6053,"circinata, Alvania A. Adams, 1861e, 8:137"
"circinata, Cingulina A. Adams, 1860",6054,"circinata, Cingulina A. Adams, 1860h, 6:414"
"circinata, Myrtea A. Adams, 1862",6055,"circinata, Myrtea A. Adams, 1862e, 9:226"
"circinata, Oscilla A. Adams, 1867",6056,"circinata, Oscilla A. Adams, 1867:311"
"circinata, Terebra Deshayes, 1857",6057,"circinata, Terebra Deshayes, 1857c, 6:99, plate 4: figures 6, 7; 1859: 315"
"circinatum, Cerithium A. Adams, in G. Sowerby, 1865",6058,"circinatum, Cerithium A. Adams, in G. Sowerby, 1865 [in 1865- 1870], 15(Cerithium): plate 9: species 61"
"circinatum, Cerithium Deshayes, 1864",6059,"circinatum, Cerithium Deshayes, 1864 [in 1856-1865], 3:125, plate 7: figure 27 [plate 77: figure 21]"
"circularis, Aviculopecten Verchere, in Verneuil, 1867",6060,"circularis, Aviculopecten Verchere, in Verneuil, 1867, 36(2):219, plate 7: figures 1 a,b"
"circularis, Berthella Mörch, 1863",6061,"circularis, Berthella Mörch, 1863c, 11:31"
"circularis, Cytherea Deshayes, 1857",6062,"circularis, Cytherea Deshayes, 1857 [in 1856-1865], atlas 1: plate 33: figures 23-26; 1858 [in 1856-1865], 1:477"
"circularis, Dosinia E. Römer, 1861",6063,"circularis, Dosinia E. Römer, 1861 g, 8:210; 1862f:29, plate 6: figure 4"
"circularis, Helcion Gabb, 1864",6064,"circularis, Helcion Gabb, 1864b, 1:141, plate 29: figure 234 a"
"circularis, Littorina C. Moore, 1867",6065,"circularis, Littorina C. Moore, 1867, 23:545, plate 14: figures 15, 16"
"circularis, Monotis Gabb, 1869",6066,"circularis, Monotis Gabb, 1869d, 5:15, plate 7: figure 14 a"
"circularis, Venus Meek and Hayden, 1856",6067,"circularis, Venus Meek and Hayden, 1856e, 8:272"
"circulus, Avicula Shumard, 1855",6068,"circulus, Avicula Shumard, 1855, 2:206, plate C: figure 14; Hall and Whitney, 1858, 1(2):522, plate 7: figure 9"
"circumcincta, Helix Cox, 1868",6069,"circumcincta, Helix Cox, 1868:3, plate 5: figures 6 a,b"
"circumcincta, Leiostraca A. Adams, 1864",6070,"circumcincta, Leiostraca A. Adams, 1864f, 7:88"
"circumcincta, Monodonta A. Adams, 1851",6071,"circumcincta, Monodonta A. Adams, 1851d: 175"
"circumcincta, Nassa (Eione) A. Adams, 1851",6072,"circumcincta, Nassa (Eione) A. Adams, 1851b: 102; Reeve, 1853 [in 1851-1870], 8(Nassa): plate 11: species 71"
"circumcincta, Terebra Deshayes, 1857",6073,"circumcincta, Terebra Deshayes, 1857c, 6:77, plate 3: figure 9; 1859: 283; Reeve, 1860 [in 1851-1870], 12(Terebra): plate 15: species 70"
"circumcisa, Lucina Zittel and Goubert, 1861",6074,"circumcisa, Lucina Zittel and Goubert, 1861, 9:200, plate 12: figure 5"
"circumcisa, Mitra Beyrich, 1854",6075,"circumcisa, Mitra Beyrich, 1854 [in 1853-1856], 6:417, plate 6: figures 4 a,b NUMBER 294 199"
"circumdata, Chemnitzia Gould, 1861",6076,"circumdata, Chemnitzia Gould, 1861a, 7:407"
"circumdata, Turritella Deshayes, 1861",6077,"circumdata, Turritella Deshayes, 1861 [in 1856-1865), 2:319, plate 14: figures 14, 15"
"circumfirmata, Helix Redfield, 1853",6078,"circumfirmata, Helix Redfield, 1853, 6:16; Reeve, 1854 [in 1851- 1870], 7(Helix): plate 189: species 1319"
"circumflexum, Calcar Ryckholt, 1861",6079,"circumflexum, Calcar Ryckholt, 1861 [in 1852-1862], 3: plate 30: figure 18"
"circumfossa, Mitra Beyrich, 1854",6080,"circumfossa, Mitra Beyrich, 1854 [in 1853-1856], 6:413, plate 5: figures 6 a,b"
"circumlineata, Goniobasis Tryon, 1865",6081,"circumlineata, Goniobasis Tryon, 1865k, 1:244, plate 24: figures 14, 15"
"circumlineata, Helicina Tryon, 1866",6082,"circumlineata, Helicina Tryon, 1866n, 2:305, plate 20: figure 13"
"circumlineata, Physa Morelet, 1857",6083,"circumlineata, Physa Morelet, 1857c, 8:30"
"circumlineata, Realia Mousson, 1870",6084,"circumlineata, Realia Mousson, 1870, 18:191, plate 7: figure 11"
"circumlineatus, Planorbis Shuttleworth, 1854",6085,"circumlineatus, Planorbis Shuttleworth, 1854a:96"
"circumsessa, Helix Shuttleworth, 1852",6086,"circumsessa, Helix Shuttleworth, 1852:139; Reeve, 1852 [in 1851- 1870], 7(Helix): plate 140: species 888"
"circumsignatus, Conus Crosse, 1865",6087,"circumsignatus, Conus Crosse, 18651, 13:311, plate 10: figure 4"
"circumspissus, Planorbis Morelet, 1862",6088,"circumspissus, Planorbis Morelet, 1862, 14:477"
"circumstriata, Melania Metcalfe, 1851",6089,"circumstriata, Melania Metcalfe, 1851:73; Reeve, 1859, [in 1851- 1870], 12(Melania): plate 4: species 18; plate 31: species 205"
"circumstriatus, Planorbis (Gyraulus) Tryon, 1866",6090,"circumstriatus, Planorbis (Gyraulus) Tryon, 1866g, 2:113, plate 10: figures 6-8"
"circumsulcata, Melania Busch, 1858",6091,"circumsulcata, Melania Busch, 1858, 5:35"
"circumsulcata, Melania Gassies, 1865",6092,"circumsulcata, Melania Gassies, 1865 [in 1865-1866], 13:212"
"circumsuta, Ostrea Gould, 1851",6093,"circumsuta, Ostrea Gould, 1851q, 3:346; 1852, 12:462, figure 576"
"circumsutus, Trochus Gould, 1851",6094,"circumsutus, Trochus Gould, 1851f, 3:106; 1852, 12:176, figure 220"
"circumvallata, Nerita Bayan, 1870",6095,"circumvallata, Nerita Bayan, 1870, 27:458, 461, 482"
"circumvolutum, Caecum Folin, 1867",6096,"circumvolutum, Caecum Folin, 1867 [in 1867-1871], 1:27, plate 3: figure 3; 1868, 10:262, plate 8: figure 3"
"cirrata, Scalaria Schafhäutl, 1863",6097,"cirrata, Scalaria Schafhäutl, 1863:186, plate 47: figure 3"
"cirratum, Cyclostoma (Chondropoma) Wright, in Pfeiffer, 1867",6098,"cirratum, Cyclostoma (Chondropoma) Wright, in Pfeiffer, 1867 [in 1857-1870], 14:210"
"cirriformis, Pleurotomaria Laube, 1868",6099,"cirriformis, Pleurotomaria Laube, 1868 [in 1866-1870], 28(2):84, plate 28: figure 10"
"cirroptera, Cymbulia Gegenbaur, 1855",6100,"cirroptera, Cymbulia Gegenbaur, 1855:53, 211, plate 3: figure 21"
"cirrosus, Notarchus Stimpson, 1855",6101,"cirrosus, Notarchus Stimpson, 1855b, 7:378"
"cirrus, Delphinula Rigaux and Sauvage, 1868",6102,"cirrus, Delphinula Rigaux and Sauvage, 1868, 3:64, plate 1: figures 17-19"
"cirtana, Ferussacia Bourguignat, 1867",6103,"cirtana, Ferussacia Bourguignat, 1867 [in 1863-1870], 8:256, plate 37: figures 6-8"
"cirtanus, Bulimus Morelet, 1857",6104,"cirtanus, Bulimus Morelet, 1857a, 5:349; Bourguignat, 1864c, 2:12, plate 2: figures 15-19"
"cirtanus, Unio Bourguignat, 1862",6105,"cirtanus, Unio Bourguignat, 1862d:109, plate 6: figures 13, 14"
"cisalpina, Helix foetens Stabile, 1864",6106,"cisalpina, Helix foetens Stabile, 1864:51"
"cisalpina, Helix nemoralis Stabile, 1864",6107,"cisalpina, Helix nemoralis Stabile, 1864:65"
"cistella, Anatina Reeve, 1863",6108,"cistella, Anatina Reeve, 1863 [in 1851-1870], 14(Anatina): plate 3: species 15"
"cistellaeformis, Unio Lea, 1863",6109,"cistellaeformis, Unio Lea, 1863d:192; 1866 [in 1866-1869], 6:19, plate 6: figure 17"
"cisternicola, Paludina Morelet, 1851",6110,"cisternicola, Paludina Morelet, 1851a, 2:21"
"cisternina, Physa Morelet, 1851",6111,"cisternina, Physa Morelet, 1851a, 2:15"
"cistula, Pandora Gould, 1851",6112,"cistula, Pandora Gould, 18511, 3:217; 1852, 12:3%, figure 500"
"cithara, Columbella Reeve, 1859",6113,"cithara, Columbella Reeve, 1859 [in 1851-1870], 1 l(Columbella): plate 26: species 230"
"cithara, Mangelia Gould, 1851",6114,"cithara, Mangelia Gould, 1851h, 3:140; 1852, 12:250, figure 313"
"citharella, Cyclostoma Gould, 1858",6115,"citharella, Cyclostoma Gould, 1858, 6:425"
"citharina, Voluta Forbes, 1856",6116,"citharina, Voluta Forbes, 1856a, 7:132, plate 12: figure 8"
"citharoidea, Mitra Dohrn, 1862",6117,"citharoidea, Mitra Dohrn, 1862b:203"
"citreum, Ampullaria Reeve, 1856",6118,"citreum, Ampullaria Reeve, 1856 [in 1851-1870], 10(AmpuHaria): plate 24: species 116"
"citrina, Avicula (Meleagrina) Dunker, 1852",6119,"citrina, Avicula (Meleagrina) Dunker, 1852b, 9:78"
"citrina, Cylindrella maugeri C.B. Adams, 1851",6120,"citrina, Cylindrella maugeri C.B. Adams, 1851e, 9:164; [reprinted 1851,5:88]"
"citrina, Goniodoris Alder and Hancock, 1864",6121,"citrina, Goniodoris Alder and Hancock, 1864, 5:131, plate 32: figures 1-3"
"citrina, Helicina maxima C.B. Adams, 1851",6122,"citrina, Helicina maxima C.B. Adams, 1851 b, 8:134; [reprinted 1851, 5:50]"
"citrina, Melania Brot, 1868",6123,"citrina, Melania Brot, 1868:11, plate 3: figure 13"
"citrina, Natica Philippi, 1851",6124,"citrina, Natica Philippi, 1851 [in 1851-1852], 8:49; 1852 [in 1849- 1853], 2(1): 143, plate 19: figure 17"
"citrina, Odostomia Folin, 1869",6125,"citrina, Odostomia Folin, 1869 [in 1867-1871], 1:145, plate 22: figure 7"
"citrina, Partula Pease, 1866",6126,"citrina, Partula Pease, 1866 [in 1866-1867], 2:195"
"citrina, Zonites olivetorum A. Moquin-Tandon, 1855",6127,"citrina, Zonites olivetorum A. Moquin-Tandon, 1855b, 2:73"
"citrinella, Clausilia Parreyss, in A. Schmidt, 1868",6128,"citrinella, Clausilia Parreyss, in A. Schmidt, 1868a: 147"
"citrinum, Cerithium G. Sowerby, 1855",6129,"citrinum, Cerithium G. Sowerby, 1855 [in 1847-1886]:855, plate 179: figure 66; 1865 [in 1865-1870], 15(Cerithium): plate 1: species 1"
"clae, Nucula Sharpe, 1853",6130,"clae, Nucula Sharpe, 1853, 9:149, plate 9: figure 5"
"claibornensis, Cirsotrema Conrad, 1865",6131,"claibornensis, Cirsotrema Conrad, 1865f, 1:211, plate 20: figure 12"
"claibornensis, Cyclas Conrad, 1865",6132,"claibornensis, Cyclas Conrad, 1865d, 1:146"
"claibornensis, Pisania Whitfield, 1865",6133,"claibornensis, Pisania Whitfield, 1865, 1:259, plate 27: figure 2"
"clandestina, Clausilia Parreyss, in Rossmässler, 1857",6134,"clandestina, Clausilia Parreyss, in Rossmässler, 1857a, 4:40; Küster, 1861 [in 1844-1862], 1(14):324, plate 37: figures 1-3"
"clandestina, Pleurotoma Deshayes, 1863",6135,"clandestina, Pleurotoma Deshayes, 1863:110, plate 12: figures 15, 16"
"clandestina, Pyramidella Deshayes, 1861",6136,"clandestina, Pyramidella Deshayes, 1861 [in 1856-1865], atlas 2: plate 21: figures 37, 38; 1862 [in 1856-1865], 2:585"
"clandestina, Rissoa C.B. Adams, 1852",6137,"clandestina, Rissoa C.B. Adams, 1852d, 5:401, 537"
"clandestina, Tapes Mayer, 1860",6138,"clandestina, Tapes Mayer, 1860 [in 1857-1869], 8: plate 5: figure 10: 1861 [in 1857-1869], 9:358"
"clandestina, Zeuxis A. Adams, 1870",6139,"clandestina, Zeuxis A. Adams, 1870a, 5:426"
"clandestinum, Cerithium Deshayes, 1864",6140,"clandestinum, Cerithium Deshayes, 1864 [in 1856-1865], 3:187, plate 76: figures 8-13"
"clandestinum, Cyclostoma Deshayes, 1863",6141,"clandestinum, Cyclostoma Deshayes, 1863 [in 1856-1865], 2:882, plate 58: figures 5-7"
"clapensis, Acteonina Terquem and Jourdy, 1869",6142,"clapensis, Acteonina Terquem and Jourdy, 1869, 9:50, plate 2: figures 13, 14"
"clapensis, Arcomya Terquem and Jourdy, 1869",6143,"clapensis, Arcomya Terquem and Jourdy, 1869, 9:79, plate 6: figures 1^4"
"clapensis, Astarte Terquem and Jourdy, 1869",6144,"clapensis, Astarte Terquem and Jourdy, 1869, 9:95, plate 9: figures 24, 25"
"clapensis, Hettangia Terquem and Jourdy, 1869",6145,"clapensis, Hettangia Terquem and Jourdy, 1869, 9:104, plate II: figures 8, 9"
"clapensis, Isocardia Terquem and Jourdy, 1869",6146,"clapensis, Isocardia Terquem and Jourdy, 1869, 9:105, plate 11: figures 13, 14"
"clapensis, Purpurina Terquem and Jourdy, 1869",6147,"clapensis, Purpurina Terquem and Jourdy, 1869, 9:59, plate 2: figures 29-32"
"clapensis, Trigonia Terquem and Jourdy, 1869",6148,"clapensis, Trigonia Terquem and Jourdy, 1869, 9:110, plate 11: figures 31-33"
"clapensis, Turritella Terquem and Jourdy, 1869",6149,"clapensis, Turritella Terquem and Jourdy, 1869, 9:45, plate I: figure 14"
"clara, Cylindrella Wright, in Pfeiffer, 1865",6150,"clara, Cylindrella Wright, in Pfeiffer, 1865 [in 1857-1870], 12:119; Pfeiffer, 1869 [in 1854-1869], 3:436, plate 97: figures 18-21"
"clara, Cypraea Gaskoin, 1851",6151,"clara, Cypraea Gaskoin, 1851:13"
"clara, Leiostraca A. Adams, 1861",6152,"clara, Leiostraca A. Adams, 1861b, 7:129"
"clara, Melania Anthony, 1854",6153,"clara, Melania Anthony, 1854, 6:119, plate 3: figure 19 200 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY"
"clara, Partula Pease, 1864",6154,"clara, Partula Pease, 1864a:671"
"clarandum, Cerithium Stoliczka, 1867",6155,"clarandum, Cerithium Stoliczka, 1867 (in 1867-1868], 2:198, plate 15: figure 10"
"clarencensis, Helix Cox, 1864",6156,"clarencensis, Helix Cox, 1864c:595"
"clarinvalia, Helix alpina A. Moquin-Tandon, 1855",6157,"clarinvalia, Helix alpina A. Moquin-Tandon, 1855b, 2:248"
"clarissima, Isocardia Leckenby, 1858",6158,"clarissima, Isocardia Leckenby, 1858, 15:14, plate 3: figures 10 a,b"
"clarkei, Cytherea C. Moore, 1870",6159,"clarkei, Cytherea C. Moore, 1870, 26:250, plate 13: figure 1"
"clarkii, Caecum vitreum P. Carpenter, 1858",6160,"clarkii, Caecum vitreum P. Carpenter, 1858:432"
"clarkii, Cerithiopsis tubercularis Jeffreys, 1867",6161,"clarkii, Cerithiopsis tubercularis Jeffreys, 1867 [in 1862-1869], 4:267"
"clarkii, Helix Lea, 1858",6162,"clarkii, Helix Lea, 1858b:41; W. Binney, 1859a, 7:53, plate 77: figure 10; Lea, 1867 [in 1866-1869], 6:182, plate 24: figure 111; as Xolotrema, Tryon, 1867 [in 1866-1868], 3:48, plate 9: figure 2; as Helix, W. Binney and Bland, 1869, 194:143, figure 244"
"clarkii, Melania Lea, 1852",6163,"clarkii, Melania Lea, 1852b, 10:297, plate 30: figure 4"
"clarkii, Strephobasis Lea, 1861",6164,"clarkii, Strephobasis Lea, 1861f:96; 1863e, 5:265, plate 35: figure 76"
"clarkii, Trypanostoma Lea, 1862",6165,"clarkii, Trypanostoma Lea, 1862b: 171; 1863e, 5:285, plate 36: figure 108"
"clarkiae, Lepton Clark, 1852",6166,"clarkiae, Lepton Clark, 1852a, 9:191"
"clarkianus, Unio Lea, 1852",6167,"clarkianus, Unio Lea, 1852a, 10:273, plate 21: figure 30"
"claromphalos, Helix Deville and Hupe, 1850",6168,"claromphalos, Helix Deville and Hupe, 1850, 2:638, plate 14: figure I; Hupe, 1857:15, plate 3: figure 2"
"clarus, Bulimus Pfeiffer, 1856",6169,"clarus, Bulimus Pfeiffer, 1856m:330"
"clathrata, Alaria Terquem and Jourdy, 1869",6170,"clathrata, Alaria Terquem and Jourdy, 1869, 9:67, plate 4: figures 7,8"
"clathrata, Avicula Lycett, 1863",6171,"clathrata, Avicula Lycett, 1863:36, plate 40: figures 7 a-b"
"clathrata, Cancellaria A. Adams, 1855",6172,"clathrata, Cancellaria A. Adams, 1855a: 123"
"clathrata, Cardita Buvignier, 1852",6173,"clathrata, Cardita Buvignier, 1852, atlas page 19, plate 15: figures 16, 17"
"clathrata, Clausilia Frivaldszky, in Rossmässler, 1857",6174,"clathrata, Clausilia Frivaldszky, in Rossmässler, 1857a, 4:40; Rossmässler, 1859 [in 1854-1859], 3(17):112, plate 85: figure 947"
"clathrata, Conradia A. Adams, 1860",6175,"clathrata, Conradia A. Adams, 1860a, 5:410"
"clathrata, Cucullaea Leckenby, 1858",6176,"clathrata, Cucullaea Leckenby, 1858, 15:13, plate 3: figure 4; Lycett, 1863:44, plate 39: figure 4 a; Laube, 1867, 27(2):34, plate 2: figure 11"
"clathrata, Daphnella Gabb, 1865",6177,"clathrata, Daphnella Gabb, 1865b, 3:185"
"clathrata, Donax Deshayes, 1854",6178,"clathrata, Donax Deshayes, 1854c:354; Reeve, 1854 [in 1851- 1870], 8( Donax): plate 8: species 57"
"clathrata, Emarginula Pease, 1862",6179,"clathrata, Emarginula Pease, 1862c:241; A. Adams and Sowerby, 1863:212, figure 54; Pease, 1868f, 4:99, plate 11: figure 24"
"clathrata, Goniobasis Lea, 1868",6180,"clathrata, Goniobasis Lea, 1868e:151; 1869 (in 1866-1869], 6:331, plate 54: figure 8"
"clathrata, Monodonta (Aradasia) A. Adams, 1851",6181,"clathrata, Monodonta (Aradasia) A. Adams, 1851d: 175"
"clathrata, Montrouzieria Souverbie, in Souverbie and Montrouzier, 1863",6182,"clathrata, Montrouzieria Souverbie, in Souverbie and Montrouzier, 1863 [1859-1870], 11:284, plate 12: figure 5"
"clathrata, Opis Stoliczka, 1861",6183,"clathrata, Opis Stoliczka, 1861, 43:194, plate 6: figure 6"
"clathrata, Posidonia Lea, 1853",6184,"clathrata, Posidonia Lea, 1853b, 2:205, plate 20: figure 1 b"
"clathrata, Purpura Küster, 1859",6185,"clathrata, Purpura Küster, 1859 [in 1858-1860], 3(la):149, plate 25: figures 1, 2"
"clathrata, Pyrgula A. Adams, 1853",6186,"clathrata, Pyrgula A. Adams, 1853g:185"
"clathrata, Rapana (Rhizochilus) A. Adams, 1853",6187,"clathrata, Rapana (Rhizochilus) A. Adams, 1853b:97"
"clathrata, Rissoina A. Adams, 1851",6188,"clathrata, Rissoina A. Adams, 1851k:265; Schwartz von Mohrenstern, 1860:86, figure 49"
"clathrata, Tellina Fried. Roemer, 1850",6189,"clathrata, Tellina Fried. Roemer, 1850 [in 1850-1852], 3:15, plate 3: figure 12"
"clathrata, Truncatella (Taheitia) H. Adams and Angas, 1865",6190,"clathrata, Truncatella (Taheitia) H. Adams and Angas, 1865:54, plate 2: figure 2"
"clathrata, Tryonia Stimpson, 1865",6191,"clathrata, Tryonia Stimpson, 1865c, 1:54, plate 8: figure 1; W. Binney, 1865e, 3:71, figure 139"
"clathrata, Venus Deshayes, 1853",6192,"clathrata, Venus Deshayes, 1853d:3; Reeve, 1864 [in 1851-1870], 14 (Venus): plate 1: species 3"
"clathratiformis, Pecten Schauroth, 1865",6193,"clathratiformis, Pecten Schauroth, 1865:126, plate 3: figure 1"
"clathratula, Alvania A. Adams, 1861",6194,"clathratula, Alvania A. Adams, 1861e, 8:137"
"clathratula, Arca Mayer, 1868",6195,"clathratula, Arca Mayer, 1868:63"
"clathratula, Chemnitzia C.B. Adams, 1852",6196,"clathratula, Chemnitzia C.B. Adams, 1852d, 5:389, 535"
"clathratula, Helix Pfeiffer, 1850",6197,"clathratula, Helix Pfeiffer, 1850d, 7:67; 1853 [in 1853-1854], l(12:i): 310, plate 127: figure 17"
"clathratula, Nassa A. Adams, 1851",6198,"clathratula, Nassa A. Adams, 1851b:99; Reeve, 1853 [in 1851- 1870], 8(Nassa): plate 19: species 125"
"clathratula, Patella Reeve, 1854",6199,"clathratula, Patella Reeve, 1854 [in 1851-1870], 8(Patella): plate 14: species 30"
"clathratula, Stomatella A. Adams, 1854",6200,"clathratula, Stomatella A. Adams, 1854f:133"
"clathratum, Caecum P. Carpenter, 1856",6201,"clathratum, Caecum P. Carpenter, 1856 [in 1855-1857]:322"
"clathratum, Cerithium A. Adams, in G. Sowerby, 1855",6202,"clathratum, Cerithium A. Adams, in G. Sowerby, 1855 [in 1847- 1886]:883, plate 185: figure 258; 1865 [in 1865-1870], 15(Cerithium): plate 20: species 147"
"clathratus, Bulimus Pfeiffer, 1858",6203,"clathratus, Bulimus Pfeiffer, 1858e:258"
"clathratus, Fusus Hupe, 1854",6204,"clathratus, Fusus Hupe, 1854a, 8:174, plate 2: figure 9"
"clathratus, Lepidopleurus P. Carpenter, 1856",6205,"clathratus, Lepidopleurus P. Carpenter, 1856 [in 1855-1857]: 195"
"clathratus, Serpulorbis Deshayes, 1861",6206,"clathratus, Serpulorbis Deshayes, 1861 [in 1856-1865], 2:286, plate 9: figures 9, 10"
"clathratus, Triforis Gould, 1861",6207,"clathratus, TriJoris Gould, 1861 [in 1860-1861], 7:389"
"clathratus, Trochus Berger, 1860",6208,"clathratus, Trochus Berger, 1860:204, figure 18"
"claudens, Macroceramus Gundlach, in Pfeiffer, 1859",6209,"claudens, Macroceramus Gundlach, in Pfeiffer, 1859 [in 1857- 1870], 6:93; Pfeiffer, 1868 [in 1854-1869], 3:388, plate 89: figures 34-39"
"claudicans, Cyclostoma Poey, 1852",6210,"claudicans, Cyclostoma Poey, 1852 [in 1851-1861], 1:100, plate 7: figures 8-11"
"clausa, Adeorbis A. Adams, 1861",6211,"clausa, Adeorbis A. Adams, 1861 f, 8:245; G. Sowerby, 1863 [in 1847-1886]:256, plate 256: figures 25, 26"
"clausa, Lacuna puteolus Jeffreys, 1865",6212,"clausa, Lacuna puteolus Jeffreys, 1865 [in 1862-1869], 3:349"
"clausa, Lima Danilo and Sandri, 1856",6213,"clausa, Lima Danilo and Sandri, 1856 [in 1855-1856], Mol. lamel. mar. p. 8"" [Quoted from Brusina, 1866:15. ]"
"clausa, Martesia Gabb, 1864",6214,"clausa, Martesia Gabb, 1864b, 1:145, plate 22: figure 115"
"clausa, Melania Lea, 1861",6215,"clausa, Melania Lea, 1861c: 120; as Goniobasis, Lea, 1863e, 5:231, plate 34: figure 25"
"clausa, Plecotrema H. Adams and A. Adams, 1853",6216,"clausa, Plecotrema H. Adams and A. Adams, 1853:121; Pfeiffer, 1854 [in 1854-1869], 1:15, plate 5: figures 9-11"
"clausa, Tellina Deshayes, 1854",6217,"clausa, Tellina Deshayes, 1854c:360; G. Sowerby, 1868 [in 1865- 1870], 16(Tellina): plate 50: species 294."
"clausiliformis, Chrysallida P. Carpenter, 1856",6218,"clausiliformis, Chrysallida P. Carpenter, 1856 [in 1855-1857] :426"
"clauso-inflata, Helix pisana Mousson, 1856",6219,"clauso-inflata, Helix pisana Mousson, 1856:132; 1859b, 3:83"
"clausomphalos, Helix Deville and Hupe, 1850",6220,"clausomphalos, Helix Deville and Hupe, 1850, 2:638, plate 14: figure 2; Hupe, 1857:16, plate 3: figure 3"
"claustralis, Pupa Gredler, 1856",6221,"claustralis, Pupa Gredler, 1856, 6:116, plate: figure 1 a-c"
"clausus, Turbo Fuchs, 1870",6222,"clausus, Turbo Fuchs, 1870a, 30(2): 161, plate 2: figures 23, 24"
"clava, Caecum Folin, 1867",6223,"clava, Caecum Folin, 1867b, 15:54, plate 3: figure 3"
