Name,LineNum,Line
"lanx, Patella Reeve, 1855",17006,"lanx, Patella Reeve, 1855 [in 1851-1870], 8(Patella): plate 30: species 82"
"lanzai, Clausilia Dunker, in Pfeiffer, 1857",17007,"lanzai, Clausilia Dunker, in Pfeiffer, 1857b, 4:232; Küster, 1861 [in 1844-1862], 1(14):326, plate 35: figures 10-12"
"laoensis, Unio G. Sowerby, 1866",17008,"laoensis, UnioG. Sowerby, 1866 [in 1865-1870], 16(Unio): plate47: species 256 [variation in spelling of laosensis]"
"laomontana, Helix Pfeiffer, 1862",17009,"laomontana, Helix Pfeiffer, 1862h:272, plate 36: figures 9. 10; 1863 [in 1854-1869], 2:216, plate 57: figures 7-9"
"laomontanus, Cyclophorus Pfeiffer, 1862",17010,"laomontanus, Cyclophorus Pfeiffer, 1862h:276"
"laosensis, Unio Lea, 1863",17011,"laosensis, Unio Lea, 1863c: 190; 1866 [in 1866-1869], 6:63, plate 21: figure61; aslaoensis, G. Sowerby, 1866 [in 1865-1870], 16(Unio): plate 47: species 256"
"laperousii, Ostrea Schrenck, 1862",17012,"laperousii, Ostrea Schrenck, 1862 [in 1862-1863], 4:411; 1867, 2:475, plate 19: figures 1-6"
"lapeyrousei, Trochus Archiac, 1854",17013,"lapeyrousei, Trochus Archiac, 1854a, 11:219, plate 4: figure 10"
"lapeyrusana, Venus Leymerie, 1851",17014,"lapeyrusana, Venus Leymerie, 1851, 4(3): 194, plate 9: figures 16 a,b"
"laphami, Cyprina Shumard, 1861",17015,"laphami, Cyprina Shumard, 1861, 8:204"
"laphami, Murchisonia Hall, 1861",17016,"laphami, Murchisonia Hall, 1861b:36; 1868:396, plate 15: figure 20"
"lapicida, Pleurotomaria Dumortier, 1867",17017,"lapicida, Pleurotomaria Dumortier, 1867 [in 1864-1869], 2:42"
"lapidarius, Turnus Stoliczka, 1870",17018,"lapidarius, Turnus Stoliczka, 1870 [in 1870-1871], 3:23, plate 1: figure 6"
"lapillus, Trochus Reeve, 1861",17019,"lapillus, Trochus Reeve, 1861 [in 1851-1870], 13(Trochus): plate 11: species 65"
"laquearis, Bivonia quoyi Mörch, 1862",17020,"laquearis, Bivonia quoyi Mörch, 1862 [in 1861-1862]:59"
"laquearis, Vermiculus pellucidus Mörch, 1861",17021,"laquearis, Vermiculus pellucidus Mörch, 1861 [in 1861 -1862]: 177"
"laqueata, Anomia Reeve, 1859",17022,"laqueata, Anomia Reeve, 1859 [in 1851-1870], 1 l(Anomia): plate 4: species 18"
"laqueata, Cerithiopsis Gould, 1861",17023,"laqueata, Cerithiopsis Gould, 1861 [in 1860-1861], 7:387"
"laqueata, Littorina Gabb, 1869",17024,"laqueata, Littorina Gabb, 1869g, 5:28"
"laqueata, Pinna Conrad, 1858",17025,"laqueata, Pinna Conrad, 1858, 3:328"
"laqueata, Pleurotoma Baily, 1858",17026,"laqueata, Pleurotoma Baily, 1858, 14:151, plate 10: figures 18 a,b"
"laqueata, Turbonilla (Chemnitzia) Conrad, 1860",17027,"laqueata, Turbonilla (Chemnitzia) Conrad, 1860a, 4:288, plate 46: figure 36 [35]"
"laqueata, Venus G. Sowerby, 1853",17028,"laqueata, Venus G. Sowerby, 1853 [in 1847-1886]:706, plate 153: figure 15; Reeve, 1863 [in 1851-1870], 14(Venus): plate 6: species 20"
"laqueatum, Caecum C.B. Adams, 1852",17029,"laqueatum, Caecum C.B. Adams, 1852d, 5:386, 535"
"lardea, Trochomorpha Martens, 1864",17030,"lardea, Trochomorpha Martens, 1864g:267; 1867f, 2:251, plate 13: figure 5"
"larderelianus, Unio Pecchioli, 1869",17031,"larderelianus, Unio Pecchioli, 1869, 2:163, plate 5"
"lardeus, Bulimus Pfeiffer, 1852",17032,"lardeus, Bulimus Pfeiffer, 1852s: 157; 1854 [in 1840-1865], l(13i): NUMBER 294 341 151, plate 39: figures 14-16"
"lardyi, Helix Charpentier, in Pfeiffer, 1853",17033,"lardyi, Helix Charpentier, in Pfeiffer, 1853b, 10:145"
"lardyi, Pecten Pictet and Campiche, 1870",17034,"lardyi, Pecten Pictet and Campiche, 1870 (in 1861-1871], 5:194, plate 171: figure 2"
"lardyi, Pleurotomaria Pictet and Campiche, 1863",17035,"lardyi, Pleurotomaria Pictet and Campiche, 1863 [in 1861-1871], 3: 419, plate 77: figures 4, 5"
"larga, Lutraria Reeve, 1854",17036,"larga, Lutraria Reeve, 1854 [in 1851-1870], 8(Lutraria): errata"
"largillierti, Fusus Petit, 1851",17037,"largillierti, Fusus Petit, 1851g, 2:255, plate 7: figure 6"
"largillierti, Nalica Recluz, 1852",17038,"largillierti, Nalica Recluz, 1852g, 3:408, plate 12: figure I"
"largillierti, Nucula Philippi, 1851",17039,"largillierti, Nucula Philippi, 1851 [in 1851-1852], 8:87"
"largillierti, Tellina Philippi, 1851",17040,"largillierti, Tellina Philippi, 1851 [in 1851-1852], 8:95"
"larnaudieri, Corbicula Prime, 1862",17041,"larnaudieri, Corbicula Prime, 1862b, 7:480, figure: 1867 [in 1864- 1870], 8:415, figure 69"
"lartetii, Clausilia Dupuy, 1850",17042,"lartetii, Clausilia Dupuy, 1850, 1:306, plate 15: figure 4"
"larteti, Delphinula Archiac, 1859",17043,"larteti, Delphinula Archiac, 1859a, 16:805"
"lartetii, Umax Dupuy, 1850",17044,"lartetii, Umax Dupuy, 1850, 1:301, plate 15: figure I"
"larteti, Ostrea Coquand, 1869",17045,"larteti, Ostrea Coquand, 1869:153, plate 62: figures 6, 7"
"larteti, Pleurotoma Deshayes, 1865",17046,"larteti, Pleurotoma Deshayes, 1865 [in 1856-1865], 3:364, plate 97: figures 16-18"
"lartetii, Pupa Dupuy, 1850",17047,"lartetii, Pupa Dupuy, 1850, 1:307, plate 15: figure 5"
"lartetii, Testacella Dupuy, 1850",17048,"lartetii, Testacella Dupuy, 1850, 1:302, plate 15: figure 2"
"lartetianus, Turbo Leymerie, 1851",17049,"lartetianus, Turbo Leymerie, 1851, 4(3): 197; as Trochus, plate 10: figure 10"
"larvaeformis, Melania Lea, in Reeve, 1860",17050,"larvaeformis, Melania Lea, in Reeve, 1860 [in 1851-1870], 12(Melania): plate 48: species 357"
"larvata, Euptycha Stoliczka, 1868",17051,"larvata, Euptycha Stoliczka, 1868 [in 1867-1868], 2: 426, plate 26: figure 6"
"larvatus, Pecten Reeve, 1853",17052,"larvatus, Pecten Reeve, 1853 [in 1851-1870], 8(Pecten): plate 34: species 158, figures 158, 165"
"larvula, Styloptygma A. Adams, 1862",17053,"larvula, Styloptygma A. Adams, 1862b: 236"
"lasallensis, Nautilus Meek and Worthen, 1865",17054,"lasallensis, Nautilus Meek and Worthen, 1865 [in 1865-1866]:261"
"lasia, Helix Bourguignat, 1864",17055,"lasia, Helix Bourguignat, 1864c, 1:188, plate 18: figures 26-29"
"lassevillei, Helix Gundlach, in Pfeiffer, 1861",17056,"lassevillei, Helix Gundlach, in Pfeiffer, 1861j, 8:220"
"lassula, Cytherea Stoliczka, 1870",17057,"lassula, Cytherea Stoliczka, 1870 [in 1870-1871], 3:171, plate 7: figures 10-17"
"lassulum, Cerithium Stoliczka, 1867",17058,"lassulum, Cerithium Stoliczka, 1867 [in 1867-1868], 2:198, plate 15: figure 8; plate 19: figure 1"
"lata, Achatinella dimondi C.B. Adams, 1851",17059,"lata, Achatinella dimondiC.B. Adams, 1851a, 8:127; [reprinted 1851, 5:43]"
"lata, Allorisma Swallow, in Shumard and Swallow, 1858",17060,"lata, Allorisma Swallow, in Shumard and Swallow, 1858, 1:210"
"lata, Anatina Gabb, 1864",17061,"lata, Anatina Gabb, 1864b, 1:151, plate 22: figure 126"
"lata, Avicula Gray, in Reeve, 1857",17062,"lata, Avicula Gray, in Reeve, 1857 [in 1851-1870], lO(Avicula): plate 4: species 5"
"lata, Caecella Deshayes, 1854",17063,"lata, Caecella Deshayes, 1854c:334"
"lata, Chama Schafhäutl, 1863",17064,"lata, Chama Schafhäutl, 1863:162, plate 36: figure 10; plate 24a: figure 9"
"lata, Conularia Hall, 1859",17065,"lata, Conularia Hall, 1859b, 3:479, plate 111: figure 1; plate 120A: figure 3"
"lata, Hindsia Deshayes, 1858",17066,"lata, Hindsia Deshayes, 1858 [in 1856-1865], 1:697, plate 53: figures 23-25"
"lata, Lamellaria perspicua Jeffreys, 1867",17067,"lata, Lamellaria perspicua Jeffreys, 1867 [in 1862-1869], 4:236"
"lata, Marginella Schafhäutl, 1863",17068,"lata, Marginella Schafhäutl, 1863:209, plate 40: figure 4"
"lata, Megambonia Hall, 1859",17069,"lata, Megambonia Hall, 1859b, 3:277, plate 50: figure 4"
"lata, Mesodesma Deshayes, in Reeve, 1854",17070,"lata, Mesodesma Deshayes, in Reeve, 1854 [in 1851-1870], 8(Mesodesma): plate 1: species 4"
"lata, Paludinella Frauenfeld, 1863",17071,"lata, Paludinella Frauenfeld, 1863a, 13:206; 1865, 15:531, plate 11"
"lata, Physa Tryon, 1865",17072,"lata, Physa Tryon, 1865f, 1:166; 1865j, 1:227, plate 23: figure 7"
"lata, Poromya Forbes, 1856",17073,"lata, Poromya Forbes, 1856a, 7:141, plate 15: figure 14"
"lata, Psammobia Deshayes, 1854",17074,"lata, Psammobia Deshayes, 1854c:318; Reeve, 1857 [in 1851- 1870], 10(Psammobia): plate 1: species 7"
"lata, Pseudobalea Gundlach, in Pfeiffer, 1858",17075,"lata, Pseudobalea Gundlach, in Pfeiffer, 1858 [in 1857-1870], 5:43"
"lata, Tornatellaea Conrad, 1865",17076,"lata, Tornatellaea Conrad, 1865d, 1:145; 1865f, 1:212. plate 20: figure 13"
"lata, Venericardia Schafhäutl, 1863",17077,"lata, Venericardia Schafhäutl, 1863:165, plate 41: figure I"
"latdorfensis, Pleurotoma Giebel, 1858",17078,"latdorfensis, Pleurotoma Giebel, 1858, 12:438"
"latebricola, Zonites Bourguignat, 1856",17079,"latebricola, Zonites Bourguignat, 1856 [in 1853-1860], 8:272, plate 14: figures 7-12"
"latebrosa, Lucina Deshayes, 1857",17080,"latebrosa, Lucina Deshayes, 1857 [in 1856-1865], atlas 1: plate 42: figures 29-31; 1858 [in 1856-1865], 1:671"
"latecostata, Chama Bellardi, 1852",17081,"latecostata, Chama Bellardi, 1852, 4:254, plate I [20): figure 12"
"latecostata, Diplommatina godefroyana Mousson, 1870",17082,"latecostata, Diplommatina godefroyana Mousson, 1870, 18:183"
"latefasciata, Helix soluta Bourguignat, 1864",17083,"latefasciata, Helix soluta Bourguignat, 1864c, 1:136"
"latelimbatum, Cyclostoma (Leptopoma) Pfeiffer, 1851",17084,"latelimbatum, Cyclostoma (Leptopoma) Pfeiffer, 1851e:244; 1854 [in 1843-1854], 1(19):298, plate 40: figures 1, 2; Reeve, 1862 [in 1851-1870], 13(Leptopoma): plate 2: species 12"
"latens, Clausilia Frivaldszky, in Pfeiffer, 1853",17085,"latens, Clausilia Frivaldszky, in Pfeiffer, 1853b, 10:149"
"latens, Doris Stimpson, 1855",17086,"latens, Doris Stimpson, 1855b, 7:380"
"latens, Erycina Deshayes, 1858",17087,"latens, Erycina Deshayes, 1858 [in 1856-1865], atlas 1: plate 51: figures 24-27; 1860 [in 1856-1865], 1:712"
"latens, Helix R. Lowe, 1852",17088,"latens, Helix R. Lowe, 1852, 9:114; Reeve, 1852 [in 1851-1870], 7(Helix): plate 141: species 903; Albers, 1854a:34, plate 8: figures 23-26"
"lateralis, Bellerophon Eichwald, 1860",17089,"lateralis, Bellerophon Eichwald, 1860 [in 1853-1868], 1:1083, plate 40: figure 28"
"lateralis, Cucullaea Eichwald, 1865",17090,"lateralis, Cucullaea Eichwald, 1865 [in 1853-1868], 2:554, plate 23: figure 8"
"lateralis, Cylindrella Paz, in Pfeiffer and Gundlach, 1860",17091,"lateralis, Cylindrella Paz, in Pfeiffer and Gundlach, 1860, 7:21; Pfeiffer, 1865 (in 1854-1869], 2:263, plate 65: figures 26, 27"
"lateralis, Latia Gould, in Reeve, 1856",17092,"lateralis, Latia Gould, in Reeve, 1856 [in 1851-1870], 9(Navicella): plate 8: species 2, figure 35"
"lateralis, Nucula Terquem and Jourdy, 1869",17093,"lateralis, Nucula Terquem and Jourdy, 1869,9:107, plate 11: figures 19,20"
"lateralis, Pelex Gould, 1852",17094,"lateralis, Pelex Gould, 1852, 12:153, figure 176"
"laterculata, Pleurotoma G. Sowerby, 1870",17095,"laterculata, Pleurotoma G. Sowerby, 1870:253"
"laterculatus, Conus G. Sowerby, 1870",17096,"laterculatus, Conus G. Sowerby, 1870:255, plate 22: figure 3"
"latericea, Assiminea H. Adams and A. Adams, 1863",17097,"latericea, Assiminea H. Adams and A. Adams, 1863a:434"
"lateriquadrata, Castalia G. Sowerby, 1869",17098,"lateriquadrata, Castalia G. Sowerby, 1869 [in 1865-1870], 17(Castalia): plate 2: species 10"
"lateritia, Melania Lea and Lea, 1850",17099,"lateritia, Melania Lea and Lea, 1850:196; Hanley, 1854 [in 1854- 1858]: plate 7: figure 57; Reeve, 1860 [in 1851-1870], 12 (Melania): plate 23: species 164"
"lateritius, Chiton (Ischnochiton) Shuttleworth, 1853",17100,"lateritius, Chiton (Ischnochiton) Shuttleworth, 1853a: 199"
"laterocompressa, Patella Rayneval and Ponzi, 1854",17101,"laterocompressa, Patella Rayneval and Ponzi, 1854, Catalogue des fossiles du Monte Mario, p. 9, 16"" [Quoted from Waren, 1972,51:19.]"
"latestriata, Clausilia Bielz. in A. Schmidt, 1857",17102,"latestriata, Clausilia Bielz. in A. Schmidt, 1857a:27, figures 52-56, 183, 184; Küster, 1861 (in 1844-1862], 1(I4):251, plate 28: figures 26-29"
"latesulcata, Conularia Eichwald, 1860",17103,"latesulcata, Conularia Eichwald, 1860 (in 1853-1868], 1:1053, plate 40: figure 22"
"latevittata, Porphyrobaphe Shuttleworth, 1856",17104,"latevittata, Porphyrobaphe Shuttleworth, 1856b, 1:71, plate 5: figures 2-3"
"latialata, Hyria G. Sowerby, 1869",17105,"latialata, Hyria G. Sowerby, 1869 (in 1865-1870], l7(Hyria): plate 2: species 4"
"laticarinatus, Trochus decipiens Guppy, 1867",17106,"laticarinatus, Trochus decipiens Guppy, 1867e, 1:172"
"laticaudata, Ostrea lurida Nutt, in P. Carpenter, 1864",17107,"laticaudata, Ostrea lurida Nutt, in P. Carpenter, 1864c:646; 1865i, 342 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY 13:137"
"laticeps, Avicula Schafhäutl, 1863",17108,"laticeps, Avicula Schafhäutl, 1863:155, plate 36: figure 1"
"laticinctus, Bulimulus Guppy, 1868",17109,"laticinctus, Bulimulus Guppy, 1868b, 1:431"
"laticlavia, Helix loxotropis Martens, 1867",17110,"laticlavia, Helix loxotropis Martens, 1867f, 2:304"
"laticostata, Astarte Deshayes, 1853",17111,"laticostata, Astarte Deshayes, 1853c, 2:145, plate 22: figures 16, 17"
"laticostata, Perna Reeve, 1858",17112,"laticostata, Perna Reeve, 1858 [in 1851-1870], 1 l(Perna): plate 2: species 9"
"laticostata, Scalaria Speyer, 1869",17113,"laticostata, Scalaria Speyer, 1869 [in 1867-1869), 16:335, plate 35: figures 4 a-d"
"laticostata, Voluta J. Müller, 1851",17114,"laticostata, Voluta J. Müller, 1851, 2:41, plate 5: figure 26"
"laticostatum, Cardium Gümbel, 1861",17115,"laticostatum, Cardium Gümbel, 1861:743"
"latifasciata, Lacuna A. Adams, 1863",17116,"latifasciata, Lacuna A. Adams, 1863g, 11:350"
"latifasciata, Pleurotoma G. Sowerby, 1870",17117,"latifasciata, PleurotomaG. Sowerby, 1870:253"
"latifrons, Crenella Conrad, 1860",17118,"latifrons, Crenella Conrad, 1860a, 4:2%"
"latilabre, Leptopoma vitreum Martens, 1867",17119,"latilabre, Leptopoma vitreum Martens, 1867f, 2:144, plate 4: figure 5"
"latilabris, Bulimus Pfeiffer, 1855",17120,"latilabris, Bulimus Pfeiffer, 1855i:7; 1855 [in 1854-1869], 1:36, plate 10: figures 1, 2"
"latilabris, Diplommatina O. Semper, 1865",17121,"latilabris, Diplommatina O. Semper, 1865b, 13:294"
"latilabris, Pupa Pfeiffer, 1855",17122,"latilabris, Pupa Pfeiffer, 1855e, 2:103, plate 5: figure 3"
"latilabrus, Trochus Stoliczka, 1861",17123,"latilabrus, Trochus Stoliczka, 1861, 43:173, plate 2: figure 9"
"latilamellosa, Cytherea Gümbel, 1861",17124,"latilamellosa, Cytherea Gümbel, 1861:744"
"latimarginata, Pleurotoma teretrium F. Edwards, 1854",17125,"latimarginata, Pleurotoma teretrium F. Edwards, 1854 [in 1852- 1877], 3:210, plate 25: figures 8 g,h"
"latimarginatus, Trochus Speyer, 1869",17126,"latimarginatus, Trochus Speyer, 1869 [in 1867-1869], 16:313, plate 32: figures 4-6"
"latina, Helix Paiva, 1866",17127,"latina, Helix Paiva, 1866, 14:341, plate 11: figure 7; as latinea, 1867a: 58, plate 2: figure 5"
"latinea, Helix Paiva, 1867",17128,"latinea, Helix Paiva, 1867a:58, plate 2: figure 5 [variation in spelling of latina]"
"latior, Lutaria Mayer, 1867",17129,"latior, Lutaria Mayer, 1867b:50"
"latior, Unio pictorum Jeffreys, 1862",17130,"latior, Unio pictorum Jeffreys, 1862 [in 1862-1869], 1:35"
"latipes, Clavagella F. Sandberger, 1863",17131,"latipes, Clavagella F. Sandberger, 1863:274, plate 21: figure 3 a-d"
"latiradiatus, Pectunculus Gümbel, 1861",17132,"latiradiatus, Pectunculus Gümbel, 1861:742"
"latisepta, Volutilithes Stoliczka, 1867",17133,"latisepta, Volutilithes Stoliczka, 1867 [in 1867-1868], 2:93, plate 9: figures 1, 2"
"latissimus, Mytilus edulis P. Carpenter, 1856",17134,"latissimus, Mytilus edulis P. Carpenter, 1856d:219"
"latissimus, Unio G. Sowerby, 1868",17135,"latissimus, Unio G. Sowerby, 1868 [in 1865-1870], 16(Unio): plate 66: species 337"
"latistrigata, Patella Angas, 1865",17136,"latistrigata, Patella Angas, 1865b: 154"
"latistrigus, Cyclotus Martens, 1864",17137,"latistrigus, Cyclotus Martens, 1864f:l 16"
