Name,NameCanonical,Reconcile,ReconcileCanonical,IsDiffCanonical,OrigName,Phylum,LineNum,DatasetIDs,Line
"Solarium hörnesi Laube, 1866",Solarium hoernesi,Solarium hornesii,Solarium hornesii,true,"hornesi, Solarium Laube, 1866",Mollusca,14798,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hornesi, Solarium Laube, 1866b, 54(1):84; 1868a, 28(2): 16, plate 3: figure 7"
"Cerithium hornesi Deshayes, 1864",Cerithium hornesi,Cerithium (Granulolabium) hornense,Cerithium hornense,true,"hornesi, Cerithium Deshayes, 1864",Mollusca,14804,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hornesi, Cerithium Deshayes, 1864 [in 1856-1865], 3:163, plate 75: figures I, 2"
"Solarium hornesi Michelotti, 1861",Solarium hornesi,Solarium hornesii,Solarium hornesii,true,"hornesi, Solarium Michelotti, 1861",Mollusca,14807,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hornesi, Solarium Michelotti, 1861, 15:92, plate 10: figures 11, 12"
"Caecella horsefieldii Gray, in Deshayes, 1854",Caecella horsefieldii,Caecella horsfieldii Deshayes 1854,Caecella horsfieldii,true,"horsefieldii, Caecella Gray, in Deshayes, 1854",Mollusca,14829,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","horsefieldii, Caecella Gray, in Deshayes, 1854c:335"
"Pleurotomaria horiensia Billings, 1865",Pleurotomaria horiensia,Pleurotomaria hortensia (Billings 1865),Pleurotomaria hortensia,true,"horiensia, Pleurotomaria Billings, 1865",Mollusca,14830,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","horiensia, Pleurotomaria Billings, 1865:227, figure 211"
"Isocardia humboldti Fried. Roemer, 1850",Isocardia humboldti,Isocardia humboldtii,Isocardia humboldtii,true,"humboldti, Isocardia Fried. Roemer, 1850",Mollusca,14886,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","humboldti, Isocardia Fried. Roemer, 1850 [in 1850-1852], 3:14, plate 3: figure 10"
"Fusus hupschianus J. Müller, 1851",Fusus hupschianus,"Fusus huepschianus J. Müller, 1851",Fusus huepschianus,true,"hupschianus, Fusus J. Müller, 1851",Mollusca,14944,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","hupschianus, Fusus J. Müller, 1851, 2:37"
"Bulimus iatesi Shuttleworth, in Hupe, 1857",Bulimus iatesi,"Bulimus jatesi Hupé, 1857",Bulimus jatesi,true,"iatesi, Bulimus Shuttleworth, in Hupe, 1857",Mollusca,15026,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","iatesi, Bulimus Shuttleworth, in Hupe, 1857:95"
"Pecten idaeus Reeve, 1853",Pecten idaeus,"Pecten idaea Reeve, 1853",Pecten idaea,true,"idaeus, Pecten Reeve, 1853",Mollusca,15055,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","idaeus, Pecten Reeve, 1853 [in 1851-1870], 8(Pecten): plate 33: species 153"
"Aletes centiquadrus imbricatus P. Carpenter, 1856",Aletes centiquadrus imbricatus,"Aletes centriquadrus var. imbricatus P. P. Carpenter, 1857",Aletes centriquadrus imbricatus,true,"imbricatus, Aletes centiquadrus P. Carpenter, 1856",Mollusca,15117,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","imbricatus, Aletes centiquadrus P. Carpenter, 1856 [in 1855-1857]: 302"
"Paludina immatata Frauenfeld, in Hörnes, 1856",Paludina immatata,"Paludina immutata M. Hörnes, 1856",Paludina immutata,true,"immatata, Paludina Frauenfeld, in Hörnes, 1856",Mollusca,15130,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","immatata, Paludina Frauenfeld, in Hörnes, 1856 [in 1851-1870], 3: 587, plate 47: figure 23"
"Conocardium immaturum Billings, 1865",Conocardium immaturum,Conocardium immatura Billings 1865,Conocardium immatura,true,"immaturum, Conocardium Billings, 1865",Mollusca,15131,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","immaturum, Conocardium Billings, 1865:41, figure 43"
"Pithys imperforata Pease, 1870",Pithys imperforata,"Pitys imperforata Pease, 1871",Pitys imperforata,true,"imperforata, Pithys Pease, 1870",Mollusca,15154,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","imperforata, Pithys Pease, 1870c, 18:394"
"Helicinia (Lucidella) inaequalis Pfeiffer, 1859",Helicinia inaequalis,"Helicina inaequalis L. Pfeiffer, 1859",Helicina inaequalis,true,"inaequalis, Helicinia (Lucidella) Pfeiffer, 1859",Mollusca,15211,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inaequalis, Helicinia (Lucidella) Pfeiffer, 1859c:28"
"Helix incarum Philippi, 1869",Helix incarum,Helix inclara,Helix inclara,true,"incarum, Helix Philippi, 1869",Mollusca,15258,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","incarum, Helix Philippi, 1869a, 16:36; Pfeiffer, 1869 [in 1854- 1869], 3:475, plate 102: figures 19-21"
"Octopus incectus Targioni Tozzetti, 1869",Octopus incectus,Octopus incertus Targioni Tozzetti 1869,Octopus incertus,true,"incectus, Octopus Targioni Tozzetti, 1869",Mollusca,15259,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","incectus, Octopus Targioni Tozzetti, 1869, 2:160, plate 7: figure 1 318 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY"
"Saxicava incita Conrad, 1869",Saxicava incita,"Saxicava insita Conrad, 1869",Saxicava insita,true,"incita, Saxicava Conrad, 1869",Mollusca,15316,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","incita, Saxicava Conrad, 1869g, 5:101"
"Triforis inclitus Deshayes, 1864",Triforis inclitus,"Triforis inclita Deshayes, 1864",Triforis inclita,true,"inclitus, Triforis Deshayes, 1864",Mollusca,15322,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inclitus, Triforis Deshayes, 1864 [in 1856-1865], atlas 2: plate 81: figures 33, 34; as inclytus, 1865 [in 1856-1865], 3:246"
"Trophon incomptus Gould, 1860",Trophon incomptus,"Trophon incompta Gould, 1860",Trophon incompta,true,"incomptus, Trophon Gould, 1860",Mollusca,15341,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","incomptus, Trophon Gould, 1860, 7:329"
"Semele incungrua P. Carpenter, 1866",Semele incungrua,Semele incongrua Carpenter 1866,Semele incongrua,true,"incungrua, Semele P. Carpenter, 1866",Mollusca,15388,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","incungrua, Semele P. Carpenter, 1866a, 3:208 [variation in spelling of incongrua. This appears only in the original publication of the Proceedings; it was corrected in the reprints.]"
"Muricidea erinaceoides indentata P. Carpenter, 1857",Muricidea erinaceoides indentata,"Muricidea erinaceoides var. indentatus Carpenter, 1857",Muricidea erinaceoides indentatus,true,"indentata, Muricidea erinaceoides P. Carpenter, 1857",Mollusca,15414,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","indentata, Murk idea erinaceoides P. Carpenter, 1857 [in 1855- 1857]:527"
"Diastoma inermis Deshayes, 1861",Diastoma inermis,"Diastoma inerme Deshayes, 1861",Diastoma inerme,true,"inermis, Diastoma Deshayes, 1861",Mollusca,15460,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inermis, Diastoma Deshayes, 1861 [in 1856-1865], 2:415, plate 25: figures 8-10"
"Terebra swainsonii inflexa Pease, 1869",Terebra swainsonii inflexa,"Terebra swainsoni var. inflexa Pease, 1869",Terebra swainsoni inflexa,true,"inflexa, Terebra swainsonii Pease, 1869",Mollusca,15549,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inflexa, Terebra swainsonii Pease, 1869f, 5:64"
"Turritella infra-granulata Gabb, 1864",Turritella infra-granulata,Turritella infragranulata (Gabb 1864),Turritella infragranulata,true,"infra-granulata, Turritella Gabb, 1864",Mollusca,15563,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","infra-granulata, Turritella Gabb, 1864b, 1:212, plate 32: figure 279"
"Caecum vestitum inornata Folin, 1870",Caecum vestitum inornata,"Caecum vestitum var. inornatum de Folin, 1870",Caecum vestitum inornatum,true,"inornata, Caecum vestitum Folin, 1870",Mollusca,15625,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inornata, Caecum vestitum Folin, 1870 [in 1867-1871], 1:184"
"Turitella inornata Terquem and Piette, 1865",Turitella inornata,Turritella inornata (Terquem and Jourdy 1871),Turritella inornata,true,"inornata, Turitella Terquem and Piette, 1865",Mollusca,15651,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inornata, Turitella Terquem and Piette, 1865, 8:37, plate 2: figures 14, 15"
"Cyclostoma inornatum Redfield, 1854",Cyclostoma inornatum,"Cyclostoma inornata Redfield, 1854",Cyclostoma inornata,true,"inornatum, Cyclostoma Redfield, 1854",Mollusca,15656,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inornatum, Cyclostoma Redfield, 1854, 6:131, plate 1: figure 7"
"Acteon inornatus Gueranger, 1853",Acteon inornatus,Actaeon inornatus,Actaeon inornatus,true,"inornatus, Acteon Gueranger, 1853",Mollusca,15659,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","inornatus, Acteon Gueranger, 1853:30"
"Hyolithes insularis Eichwald, 1860",Hyolithes insularis,Hyolithus insularis,Hyolithus insularis,true,"insularis, Hyolithes Eichwald, 1860",Mollusca,15756,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","insularis, Hyolithes Eichwald, 1860 [in 1853-1868], 1:1046, plate 41: figure 13"
"Donax intermedia Hörnes, 1860",Donax intermedia,"Donax intermedius Hornes, 1859",Donax intermedius,true,"intermedia, Donax Hörnes, 1860",Mollusca,15818,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","intermedia, Donax Hörnes, 1860 [in 1851-1870], 4:102, plate 10: figure 1"
"Odostomia intermedium Deshayes, 1861",Odostomia intermedium,"Odostomia (Megastomia) intermedia Deshayes, 1861",Odostomia intermedia,true,"intermedium, Odostomia Deshayes, 1861",Mollusca,15852,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","intermedium, Odostomia Deshayes, 1861 [in 1856-1865], atlas 2: plate 19: figures 37, 38; 1862 [in 1856-1865], 2:558"
"Diastoma interrupta Deshayes, 1861",Diastoma interrupta,"Diastoma interruptum Deshayes, 1861",Diastoma interruptum,true,"interrupta, Diastoma Deshayes, 1861",Mollusca,15884,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","interrupta, Diastoma Deshayes, 1861 [in 1856-1865], 2:414, plate 25: figures 5-7"
"Venerupis interstriata G. Sowerby, 1854",Venerupis interstriata,"Venerupis interstriatus G. B. Sowerby II, 1854",Venerupis interstriatus,true,"interstriata, Venerupis G. Sowerby, 1854",Mollusca,15924,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","interstriata, Venerupis G. Sowerby, 1854 [in 1847-1886]:767, plate 165: figure 26"
"Limnaeus javanicus intumescens Martens, 1867",Limnaeus javanicus intumescens,"Lymnaeus javanicus var. intumescens E. von Martens, 1867",Lymnaeus javanicus intumescens,true,"intumescens, Limnaeus javanicus Martens, 1867",Mollusca,15945,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","intumescens, Limnaeus javanicus Martens, 1867e, 14:223"
"Ostrea intusratiata Gümbel, 1861",Ostrea intusratiata,Ostrea intusradiata (Guembel 1861),Ostrea intusradiata,true,"intusratiata, Ostrea Gümbel, 1861",Mollusca,15956,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","intusratiata, Ostrea Gümbel, 1861:570"
"Cardium isthmicus Issel, 1869",Cardium isthmicus,"Cardium isthmicum Issel, 1869",Cardium isthmicum,true,"isthmicus, Cardium Issel, 1869",Mollusca,16081,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","isthmicus, Cardium Issel, 1869b: 74"
"Nassa (Cyclonassa) itaiica Issel, 1869",Nassa itaiica,Nassa (Cyclonassa) italica Issel 1869,Nassa italica,true,"itaiica, Nassa (Cyclonassa) Issel, 1869",Mollusca,16083,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","itaiica, Nassa (Cyclonassa) Issel, 1869a, 2:79, plate 4: figures 4-11"
"Gervilia jaccardi Pictet and Campiche, 1869",Gervilia jaccardi,Gervillia jaccardi,Gervillia jaccardi,true,"jaccardi, Gervilia Pictet and Campiche, 1869",Mollusca,16096,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","jaccardi, Gervilia Pictet and Campiche, 1869 [in 1861-1871), 5:87, plate 156: figures 2, 3"
"Pleurotoma jacquensis G. Sowerby, 1850",Pleurotoma jacquensis,"Pleurotoma jaquensis G. B. Sowerby I, 1850",Pleurotoma jaquensis,true,"jacquensis, Pleurotoma G. Sowerby, 1850",Mollusca,16116,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","jacquensis, Pleurotoma G. Sowerby, 1850c, 6:51"
"Murex japonica Jay, 1856",Murex japonica,Murex japonicus,Murex japonicus,true,"japonica, Murex Jay, 1856",Mollusca,16178,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","japonica, Murex Jay, 1856, 2:292, plate 1: figures 7, 10"
"Trochus jonasi Philippi, 1855",Trochus jonasi,Trochus (Polydonta) jonasii Philippi 1849,Trochus jonasii,true,"jonasi, Trochus Philippi, 1855",Mollusca,16306,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","jonasi, Trochus Philippi, 1855 [in 1846-1855], 2(3):260, plate 38: figures 9, 10"
"Turbo jucondus Deshayes, 1863",Turbo jucondus,"Turbo jucundus Deshayes, 1863",Turbo jucundus,true,"jucondus, Turbo Deshayes, 1863",Mollusca,16330,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","jucondus, Turbo Deshayes, 1863 [in 1856-1865], 2:910 asjucundus, plate 59: figures 25-27"
"Pyrula juvensis Whitfield, 1865",Pyrula juvensis,Pyrula juvenis (Whifield 1865),Pyrula juvenis,true,"juvensis, Pyrula Whitfield, 1865",Mollusca,16410,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","juvensis, Pyrula Whitfield, 1865, 1:259 NUMBER 294 333"
"Cyclostus kalryenensis Blanford and Blanford, 1861",Cyclostus kalryenensis,"Cyclotus kalryenense W. T. Blanford & H. F. Blanford, 1861",Cyclotus kalryenense,true,"kalryenensis, Cyclostus Blanford and Blanford, 1861",Mollusca,16417,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kalryenensis, Cyclostus Blanford and Blanford, 1861 [in 1860- 1861], 30:352, plate 2: figure 1; as Cyathopoma, W. Blanford, 1868a, 16:260, plate 12: figure 4"
"Macrocheilus kansasensis Swallow, in Shumard and Swallow, 1858",Macrocheilus kansasensis,Macrocheilus kansaensis (Shumard and Swallow 1858),Macrocheilus kansaensis,true,"kansasensis, Macrocheilus Swallow, in Shumard and Swallow, 1858",Mollusca,16429,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kansasensis, Macrocheilus Swallow, in Shumard and Swallow, 1858, 1:201"
"Voluta kaupii Dunker, 1863",Voluta kaupii,"Voluta kaupi Dunker, 1863",Voluta kaupi,true,"kaupii, Voluta Dunker, 1863",Mollusca,16446,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kaupii, Voluta Dunker, 1863, 10:145; 1864 [in 1858-1870], 2:63, plate 22: figures I, 2"
"Concholepas kienerii Hupe, 1854",Concholepas kienerii,"Concholepas kieneri Hupé, 1854",Concholepas kieneri,true,"kienerii, Concholepas Hupe, 1854",Mollusca,16484,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kienerii, Concholepas Hupe, 1854a, 8:203, plate 3: figure 4"
"Natica kingi Forbes and Hanley, 1853",Natica kingi,Natica kingii Forbes & Hanley 1851,Natica kingii,true,"kingi, Natica Forbes and Hanley, 1853",Mollusca,16497,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kingi, Natica Forbes and Hanley, 1853, 3:343, plate 101: figures 1, 2"
"Limea koninckana Chapuis and Dewalque, 1853",Limea koninckana,Lima koninckana (Chapuis and Dewalque 1853),Lima koninckana,true,"koninckana, Limea Chapuis and Dewalque, 1853",Mollusca,16545,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","koninckana, Limea Chapuis and Dewalque, 1853:192, plate 26: figure 7; Dumortier, 1869 [in 1864-1869], 3:127, plate 19: figures 10, 11"
"Cardinia konincki Chapuis and Dewalque, 1853",Cardinia konincki,Cardinia koninckii Ch.,Cardinia koninckii,true,"konincki, Cardinia Chapuis and Dewalque, 1853",Mollusca,16548,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","konincki, Cardinia Chapuis and Dewalque, 1853:164, plate 25: figure 1"
"Bithynia kusteri Frauenfeld, 1862",Bithynia kusteri,"Bithynia kuesteri (Franenf., 1862)",Bithynia kuesteri,true,"kusteri, Bithynia Frauenfeld, 1862",Mollusca,16604,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kusteri, Bithynia Frauenfeld, 1862b, 12(2): 1151"
"Pupa kusteri Pfeiffer, 1852",Pupa kusteri,"Pupa kuesteri L. Pfeiffer, 1854",Pupa kuesteri,true,"kusteri, Pupa Pfeiffer, 1852",Mollusca,16605,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kusteri, Pupa Pfeiffer, 1852k:69; Küster, 1855 [in 1841-1855], 1(15): 165, plate 20: figures 3-6"
"Cyclostoma kusteri Pfeiffer, 1851",Cyclostoma kusteri,"Cyclostoma kuesteri L. Pfeiffer, 1852",Cyclostoma kuesteri,true,"kusteri, Cyclostoma Pfeiffer, 1851",Mollusca,16607,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","kusteri, Cyclostoma Pfeiffer, 1851e:249; 1854 [in 1843-1854], 1(19): 312, plate 41: figures 9, 10; as Chondropoma, Reeve, 1863 [in 1851-1870], 14(Chondropoma): plate 11: species 87"
"Euthrya lacertina Gould, 1860",Euthrya lacertina,"Euthria lacertina Gould, 1860",Euthria lacertina,true,"lacertina, Euthrya Gould, 1860",Mollusca,16657,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lacertina, Euthrya Gould, 1860, 7:327"
"Helix lacinosa R. Lowe, 1852",Helix lacinosa,"Helix (Irus) laciniosa R. T. Lowe, 1852",Helix laciniosa,true,"lacinosa, Helix R. Lowe, 1852",Mollusca,16676,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lacinosa, Helix R. Lowe, 1852, 9:114; Reeve, 1852 [in 1851-1870], 7(Helix): plate 140: species 887; Pfeiffer, 1853 [in 1853-1854], 1(123):451, plate 154: figures 23, 24; Albers, 1854a:33, plate 8: figures 16-19"
"Busatella lacinulata Gould, 1852",Busatella lacinulata,"Bursatella lacinulata Gould, 1852",Bursatella lacinulata,true,"lacinulata, Busatella Gould, 1852",Mollusca,16677,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lacinulata, Busatella Gould, 1852, 12:223, figure 269"
"Caecinella lactuosa Bergh, 1870",Caecinella lactuosa,"Caecinella luctuosa Bergh, 1870",Caecinella luctuosa,true,"lactuosa, Caecinella Bergh, 1870",Mollusca,16717,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lactuosa, Caecinella Bergh, 1870b, 2:12, plate 1: figure 1; plate 5: figures 1-19"
"Helix laesa Reeve, 1854",Helix laesa,"Helix laeta Reeve, 1854",Helix laeta,true,"laesa, Helix Reeve, 1854",Mollusca,16728,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","laesa, Helix Reeve, 1854 [in 1851-1870], 7(Helix): plate 210: species 1490; Cox, 1868:37, plate 2: figure 9"
"Chrysallida laevis Issel, 1869",Chrysallida laevis,Chrysallida lavis Issel 1869,Chrysallida lavis,true,"laevis, Chrysallida Issel, 1869",Mollusca,16800,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","laevis, Chrysallida Issel, 1869b: 181, plate 2: figure 4"
"Cucullea laevis Tuomey, 1852",Cucullea laevis,Cucullaea laevis,Cucullaea laevis,true,"laevis, Cucullea Tuomey, 1852",Mollusca,16803,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","laevis, Cucullea Tuomey, 1852, 6:194"
"Clavagella lagenula Deshayes, 1857",Clavagella lagenula,"Clavagella lagenalis Deshayes, 1856",Clavagella lagenalis,true,"lagenula, Clavagella Deshayes, 1857",Mollusca,16852,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lagenula, Clavagella Deshayes, 1857 [in 1856-1865], 1:92 [variation in spelling of lagenalis)"
"Ampullaria lamarckii Philippi, 1851",Ampullaria lamarckii,"Ampullaria lamarcki Philippi, 1852",Ampullaria lamarcki,true,"lamarckii, Ampullaria Philippi, 1851",Mollusca,16872,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lamarckii, Ampullaria Philippi, 1851a, l(20i):67, plate 21: figure 5"
"Corbula lamarckii Deshayes, 1857",Corbula lamarckii,Corbula lamarcki Deshayes,Corbula lamarcki,true,"lamarckii, Corbula Deshayes, 1857",Mollusca,16879,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lamarckii, Corbula Deshayes, 1857 [in 1856-1865], 1:221"
"Dentalium lamarcki Mayer, 1864",Dentalium lamarcki,Dentalium lamarckii,Dentalium lamarckii,true,"lamarcki, Dentalium Mayer, 1864",Mollusca,16881,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lamarcki, Dentalium Mayer, 1864 [in 1857-1869], 12:357, plate 14: figure 5"
"Crassatella lamarkii Deshayes, 1853",Crassatella lamarkii,"Crassatella lamarckii Deshayes, 1857",Crassatella lamarckii,true,"lamarkii, Crassatella Deshayes, 1853",Mollusca,16900,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","lamarkii, Crassatella Deshayes, 1853c, 2:113"
"Pecten landeronensis Loriol, 1869",Pecten landeronensis,"Pecten landeronense Loriol, 1869",Pecten landeronense,true,"landeronensis, Pecten Loriol, 1869",Mollusca,16991,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","landeronensis, Pecten •""Loriol, 1869, Foss. urgon. du Landeron, p. 22, pi. I, fig. 19"" [Quoted from Pictet and Campiche, 1870 [in 1861-1871], 5:187, plate 169: figures 6-7.]"
"Pecten landunensis Deshayes, 1858",Pecten landunensis,"Pecten laudunensis Deshayes, 1858",Pecten laudunensis,true,"landunensis, Pecten Deshayes, 1858",Mollusca,16993,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","landunensis, Pecten Deshayes, 1858 [in 1856-1865], atlas 1: plate 79: figures 7-9; 1861 [in 1856-1865], 2:73"
